"","disease","state","year","weeks_reporting","count","population","imputed_cases_per_100k","cases_per_100k"
"351","Smallpox","Illinois",1940,51,234,7897241,3.02115935545234,2.96306013707825
"352","Smallpox","Illinois",1941,51,122,7935138,1.56761176507258,1.53746538497503
"353","Smallpox","Illinois",1942,52,71,7984156,0.889261181770497,0.889261181770497
"354","Smallpox","Illinois",1943,52,69,8043736,0.85781035081211,0.85781035081211
"355","Smallpox","Illinois",1944,51,22,8113342,0.276475126390822,0.271158297037152
"356","Smallpox","Illinois",1945,52,16,8192452,0.195301724074795,0.195301724074795
"357","Smallpox","Illinois",1946,52,11,8280545,0.132841497751658,0.132841497751658
"358","Smallpox","Illinois",1947,49,2,8377103,0.025336312321716,0.0238746019954631
"359","Smallpox","Illinois",1948,24,2,8481594,0.0510910252640404,0.0235804731987879
"360","Smallpox","Illinois",1949,0,0,8593475,0,0
"361","Smallpox","Illinois",1950,0,0,8712176,0,0
"362","Smallpox","Illinois",1951,0,0,8837066,0,0
"363","Smallpox","Illinois",1952,0,0,8967327,0,0
"364","Smallpox","Illinois",1953,0,0,9102054,0,0
"365","Smallpox","Indiana",1928,51,3434,3186733,109.872189898976,107.759263170149
"366","Smallpox","Indiana",1929,52,3458,3214048,107.590179113691,107.590179113691
"367","Smallpox","Indiana",1930,52,5239,3238503,161.772275647112,161.772275647112
"368","Smallpox","Indiana",1931,52,2962,3259742,90.8660869479855,90.8660869479855
"369","Smallpox","Indiana",1932,52,383,3278298,11.6828915492124,11.6828915492124
"370","Smallpox","Indiana",1933,52,88,3294954,2.67075048695672,2.67075048695672
"371","Smallpox","Indiana",1934,52,73,3310510,2.20509830811567,2.20509830811567
"372","Smallpox","Indiana",1935,52,70,3325785,2.10476624315763,2.10476624315763
"373","Smallpox","Indiana",1936,50,103,3341613,3.20563751697159,3.08234376631884
"374","Smallpox","Indiana",1937,52,662,3358847,19.7091442390797,19.7091442390797
"375","Smallpox","Indiana",1938,52,1476,3378355,43.6899023341241,43.6899023341241
"376","Smallpox","Indiana",1939,52,1500,3401030,44.1042860545188,44.1042860545188
"377","Smallpox","Indiana",1940,51,485,3427796,14.4264653999704,14.1490333730479
"378","Smallpox","Indiana",1941,51,52,3459410,1.53261995089155,1.50314649029748
"379","Smallpox","Indiana",1942,52,64,3495849,1.83074268940106,1.83074268940106
"380","Smallpox","Indiana",1943,52,138,3536893,3.90172956886171,3.90172956886171
"381","Smallpox","Indiana",1944,51,66,3582324,1.87850450286068,1.84237941626721
"382","Smallpox","Indiana",1945,52,53,3631924,1.45928163695055,1.45928163695055
"383","Smallpox","Indiana",1946,52,45,3685467,1.22101215395498,1.22101215395498
"384","Smallpox","Indiana",1947,49,18,3742722,0.510378297301443,0.480933395534053
"385","Smallpox","Indiana",1948,24,16,3803443,0.911454875665724,0.420671481076488
"386","Smallpox","Indiana",1949,0,0,3867370,0,0
"387","Smallpox","Indiana",1950,0,0,3934224,0,0
"388","Smallpox","Indiana",1951,0,0,4003687,0,0
"389","Smallpox","Indiana",1952,0,0,4075338,0,0
"390","Smallpox","Indiana",1953,0,0,4148704,0,0
"391","Smallpox","Iowa",1928,46,1651,2464204,75.7383652525098,66.9993231079894
"392","Smallpox","Iowa",1929,52,1885,2467316,76.3988074490661,76.3988074490661
"393","Smallpox","Iowa",1930,52,3044,2470939,123.192033473914,123.192033473914
"394","Smallpox","Iowa",1931,52,2331,2475431,94.1654200824018,94.1654200824018
"395","Smallpox","Iowa",1932,52,1163,2480764,46.8807190043067,46.8807190043067
"396","Smallpox","Iowa",1933,52,748,2486809,30.078707291151,30.078707291151
"397","Smallpox","Iowa",1934,52,166,2493441,6.65746652918597,6.65746652918597
"398","Smallpox","Iowa",1935,52,206,2500531,8.23825019565844,8.23825019565844
"399","Smallpox","Iowa",1936,50,723,2507949,29.9814709150784,28.8283374183446
"400","Smallpox","Iowa",1937,52,1311,2515565,52.1155287182005,52.1155287182005
"401","Smallpox","Iowa",1938,52,1282,2523247,50.8075507471127,50.8075507471127
"402","Smallpox","Iowa",1939,52,1143,2530859,45.1625317728092,45.1625317728092
"403","Smallpox","Iowa",1940,51,555,2538268,22.2940348671289,21.8653034273765
"404","Smallpox","Iowa",1941,51,122,2545385,4.88696825284761,4.792988094139
"405","Smallpox","Iowa",1942,52,32,2552320,1.25376128385155,1.25376128385155
"406","Smallpox","Iowa",1943,52,29,2559236,1.13315067465447,1.13315067465447
"407","Smallpox","Iowa",1944,51,27,2566296,1.07272940318287,1.0520999915832
"408","Smallpox","Iowa",1945,52,11,2573664,0.427406219304462,0.427406219304462
"409","Smallpox","Iowa",1946,52,15,2581508,0.581055724018674,0.581055724018674
"410","Smallpox","Iowa",1947,49,5,2589998,0.204869750825274,0.193050342123816
"411","Smallpox","Iowa",1948,24,2,2599304,0.166711293997675,0.0769436741527732
"412","Smallpox","Iowa",1949,0,0,2609603,0,0
"413","Smallpox","Iowa",1950,1,2,2621073,3.96784065151944,0.0763046279138353
"414","Smallpox","Iowa",1951,0,0,2633815,0,0
"415","Smallpox","Iowa",1952,1,1,2647609,1.96403623042526,0.0377699275081781
"416","Smallpox","Iowa",1953,0,0,2662146,0,0
"417","Smallpox","Kansas",1928,51,2474,1870614,134.849295681609,132.256039995424
"418","Smallpox","Kansas",1929,52,1919,1877675,102.200860106248,102.200860106248
"419","Smallpox","Kansas",1930,52,2309,1880999,122.753919592727,122.753919592727
"420","Smallpox","Kansas",1931,52,2580,1880090,137.227473152881,137.227473152881
"421","Smallpox","Kansas",1932,52,168,1875485,8.9576829460113,8.9576829460113
"422","Smallpox","Kansas",1933,52,50,1867988,2.67667672383334,2.67667672383334
"423","Smallpox","Kansas",1934,52,113,1858410,6.08046663545719,6.08046663545719
"424","Smallpox","Kansas",1935,52,570,1847551,30.8516517270701,30.8516517270701
"425","Smallpox","Kansas",1936,50,757,1836201,42.875480407646,41.2264234688904
"426","Smallpox","Kansas",1937,52,603,1825129,33.0387605478846,33.0387605478846
"427","Smallpox","Kansas",1938,52,528,1815086,29.0895307439978,29.0895307439978
"428","Smallpox","Kansas",1939,52,262,1806811,14.5006865687667,14.5006865687667
"429","Smallpox","Kansas",1940,51,78,1801028,4.41577875328456,4.33085993110601
"430","Smallpox","Kansas",1941,51,34,1798323,1.92772192018156,1.89065034479345
"431","Smallpox","Kansas",1942,51,24,1798726,1.36044001339249,1.33427770544263
"432","Smallpox","Kansas",1943,52,31,1802144,1.72017330468597,1.72017330468597
"433","Smallpox","Kansas",1944,51,21,1808496,1.18395421974294,1.16118586936327
"434","Smallpox","Kansas",1945,52,15,1817717,0.825210965183249,0.825210965183249
"435","Smallpox","Kansas",1946,52,12,1829751,0.655826940386971,0.655826940386971
"436","Smallpox","Kansas",1947,49,11,1844556,0.632860666076557,0.59634947380291
"437","Smallpox","Kansas",1948,24,8,1862098,0.930849683170989,0.429622930694303
"438","Smallpox","Kansas",1949,8,8,1882351,2.76250284883106,0.425000438281702
"439","Smallpox","Kansas",1950,4,7,1905299,4.77615324418897,0.367396403399152
"440","Smallpox","Kansas",1951,0,0,1930840,0,0
"441","Smallpox","Kansas",1952,1,1,1958508,2.65508233818805,0.0510592757343856
"442","Smallpox","Kansas",1953,0,0,1987719,0,0
"443","Smallpox","Kentucky",1928,51,737,2568579,29.2555136669792,28.6929076349219
"444","Smallpox","Kentucky",1929,51,577,2591170,22.704559156296,22.267933018675
"445","Smallpox","Kentucky",1930,52,549,2614589,20.9975640530883,20.9975640530883
"446","Smallpox","Kentucky",1931,52,340,2638800,12.8846445353949,12.8846445353949
"447","Smallpox","Kentucky",1932,52,171,2663574,6.41994553183054,6.41994553183054
"448","Smallpox","Kentucky",1933,52,20,2688626,0.743874380445625,0.743874380445625
"449","Smallpox","Kentucky",1934,52,29,2713661,1.06866701478188,1.06866701478188
"450","Smallpox","Kentucky",1935,52,7,2738373,0.25562624229789,0.25562624229789
"451","Smallpox","Kentucky",1936,51,13,2762444,0.47982518236693,0.47059777501372
"452","Smallpox","Kentucky",1937,49,75,2785545,2.85731649406827,2.69247131171817
"453","Smallpox","Kentucky",1938,52,473,2807341,16.8486835051388,16.8486835051388
"454","Smallpox","Kentucky",1939,52,192,2827485,6.79048695218542,6.79048695218542
"455","Smallpox","Kentucky",1940,51,36,2845627,1.28990490858223,1.26509904495565
"456","Smallpox","Kentucky",1941,51,21,2861513,0.748267252529776,0.733877497673434
"457","Smallpox","Kentucky",1942,52,26,2875307,0.904251267777667,0.904251267777667
"458","Smallpox","Kentucky",1943,52,17,2887282,0.588789041042752,0.588789041042752
"459","Smallpox","Kentucky",1944,51,16,2897723,0.56298429802283,0.552157676907006
"460","Smallpox","Kentucky",1945,52,7,2906921,0.240804617669348,0.240804617669348
"461","Smallpox","Kentucky",1946,52,3,2915173,0.102909844458631,0.102909844458631
"462","Smallpox","Kentucky",1947,49,5,2922781,0.181543620578469,0.171069950160481
"463","Smallpox","Kentucky",1948,25,44,2930049,3.12349725209374,1.50168137119891
"464","Smallpox","Kentucky",1949,6,6,2937287,1.77034113452312,0.204270130906513
"465","Smallpox","Kentucky",1950,3,5,2944806,2.94303484394784,0.169790471766222
"466","Smallpox","Kentucky",1951,1,1,2952855,1.76100756725271,0.0338655301394752
"467","Smallpox","Kentucky",1952,0,0,2961417,0,0
"468","Smallpox","Kentucky",1953,0,0,2970408,0,0
"469","Smallpox","Louisiana",1928,51,646,2035349,32.3613624330111,31.7390285400686
"470","Smallpox","Louisiana",1929,52,182,2068979,8.79660934209579,8.79660934209579
"471","Smallpox","Louisiana",1930,52,258,2101593,12.2764017580949,12.2764017580949
"472","Smallpox","Louisiana",1931,52,634,2132657,29.7281747604045,29.7281747604045
"473","Smallpox","Louisiana",1932,52,151,2162174,6.98371176417809,6.98371176417809
"474","Smallpox","Louisiana",1933,52,75,2190297,3.42419315736633,3.42419315736633
"475","Smallpox","Louisiana",1934,52,63,2217195,2.84142802053947,2.84142802053947
"476","Smallpox","Louisiana",1935,52,32,2243050,1.42662892044315,1.42662892044315
"477","Smallpox","Louisiana",1936,51,27,2268057,1.21378835561478,1.19044627185296
"478","Smallpox","Louisiana",1937,52,19,2292421,0.828818092313759,0.828818092313759
"479","Smallpox","Louisiana",1938,52,21,2316360,0.906594829819199,0.906594829819199
"480","Smallpox","Louisiana",1939,52,19,2340100,0.811931114054955,0.811931114054955
"481","Smallpox","Louisiana",1940,51,11,2363880,0.474460897952087,0.465336649914547
"482","Smallpox","Louisiana",1941,51,9,2387964,0.384280105907597,0.376890103870913
"483","Smallpox","Louisiana",1942,52,19,2412698,0.78750013470397,0.78750013470397
"484","Smallpox","Louisiana",1943,52,8,2438462,0.328075647682843,0.328075647682843
"485","Smallpox","Louisiana",1944,51,13,2465650,0.537582461451719,0.527244337193032
"486","Smallpox","Louisiana",1945,52,11,2494676,0.440939023744967,0.440939023744967
"487","Smallpox","Louisiana",1946,52,5,2525975,0.1979433684023,0.1979433684023
"488","Smallpox","Louisiana",1947,49,2,2560004,0.0829080337215034,0.0781248779298782
"489","Smallpox","Louisiana",1948,24,6,2597251,0.500529213387539,0.231013483101941
"490","Smallpox","Louisiana",1949,1,1,2638235,1.9710147124877,0.037904129086302
"491","Smallpox","Louisiana",1950,0,0,2683516,0,0
"492","Smallpox","Louisiana",1951,0,0,2733470,0,0
"493","Smallpox","Louisiana",1952,0,0,2787570,0,0
"494","Smallpox","Louisiana",1953,0,0,2845012,0,0
"495","Smallpox","Maine",1928,50,95,790087,12.5049519863002,12.0239922945195
"496","Smallpox","Maine",1929,52,74,793645,9.32406806569688,9.32406806569688
"497","Smallpox","Maine",1930,52,0,797423,0,0
"498","Smallpox","Maine",1931,52,1,801432,0.124776649796864,0.124776649796864
"499","Smallpox","Maine",1932,52,1,805670,0.124120297392233,0.124120297392233
"500","Smallpox","Maine",1933,52,0,810133,0,0
"501","Smallpox","Maine",1934,52,0,814814,0,0
"502","Smallpox","Maine",1935,52,0,819710,0,0
"503","Smallpox","Maine",1936,50,0,824815,0,0
"504","Smallpox","Maine",1937,52,0,830125,0,0
"505","Smallpox","Maine",1938,52,0,835633,0,0
"506","Smallpox","Maine",1939,52,0,841335,0,0
"507","Smallpox","Maine",1940,51,0,847226,0,0
"508","Smallpox","Maine",1941,51,0,853299,0,0
"509","Smallpox","Maine",1942,52,0,859541,0,0
"510","Smallpox","Maine",1943,52,0,865938,0,0
"511","Smallpox","Maine",1944,51,0,872476,0,0
"512","Smallpox","Maine",1945,52,0,879139,0,0
"513","Smallpox","Maine",1946,52,0,885912,0,0
"514","Smallpox","Maine",1947,49,0,892779,0,0
"515","Smallpox","Maine",1948,24,0,899723,0,0
"516","Smallpox","Maine",1949,0,0,906727,0,0
"517","Smallpox","Maine",1950,0,0,913774,0,0
"518","Smallpox","Maine",1951,0,0,920833,0,0
"519","Smallpox","Maine",1952,0,0,927822,0,0
"520","Smallpox","Maine",1953,0,0,934647,0,0
"521","Smallpox","Maryland",1928,50,19,1598519,1.23614420598066,1.18860019805833
"522","Smallpox","Maryland",1929,52,8,1615468,0.495212532838781,0.495212532838781
"523","Smallpox","Maryland",1930,52,0,1631526,0,0
"524","Smallpox","Maryland",1931,52,1,1646632,0.0607300234660811,0.0607300234660811
"525","Smallpox","Maryland",1932,52,0,1661162,0,0
"526","Smallpox","Maryland",1933,52,0,1675618,0,0
"527","Smallpox","Maryland",1934,52,0,1690521,0,0
"528","Smallpox","Maryland",1935,52,1,1706409,0.058602597618742,0.058602597618742
"529","Smallpox","Maryland",1936,50,0,1723842,0,0
"530","Smallpox","Maryland",1937,52,0,1743406,0,0
"531","Smallpox","Maryland",1938,52,0,1765716,0,0
"532","Smallpox","Maryland",1939,52,0,1791427,0,0
"533","Smallpox","Maryland",1940,51,0,1821244,0,0
"534","Smallpox","Maryland",1941,51,0,1855760,0,0
"535","Smallpox","Maryland",1942,52,0,1894917,0,0
"536","Smallpox","Maryland",1943,52,1,1938485,0.0515866772247399,0.0515866772247399
"537","Smallpox","Maryland",1944,51,0,1986222,0,0
"538","Smallpox","Maryland",1945,52,0,2037865,0,0
"539","Smallpox","Maryland",1946,52,0,2093123,0,0
"540","Smallpox","Maryland",1947,49,0,2151667,0,0
"541","Smallpox","Maryland",1948,24,0,2213121,0,0
"542","Smallpox","Maryland",1949,0,0,2277061,0,0
"543","Smallpox","Maryland",1950,0,0,2343001,0,0
"544","Smallpox","Maryland",1951,0,0,2410508,0,0
"545","Smallpox","Maryland",1952,0,0,2479560,0,0
"546","Smallpox","Maryland",1953,0,0,2550252,0,0
"547","Smallpox","Massachusetts",1928,50,9,4199445,0.222886595728721,0.21431403435454
"548","Smallpox","Massachusetts",1929,52,63,4227526,1.49023329483958,1.49023329483958
"549","Smallpox","Massachusetts",1930,52,0,4249614,0,0
"550","Smallpox","Massachusetts",1931,52,6,4265262,0.140671311633377,0.140671311633377
"551","Smallpox","Massachusetts",1932,52,43,4275397,1.00575455331984,1.00575455331984
"552","Smallpox","Massachusetts",1933,52,0,4281316,0,0
"553","Smallpox","Massachusetts",1934,52,0,4284343,0,0
"554","Smallpox","Massachusetts",1935,52,0,4285809,0,0
"555","Smallpox","Massachusetts",1936,50,0,4287055,0,0
"556","Smallpox","Massachusetts",1937,52,0,4289419,0,0
"557","Smallpox","Massachusetts",1938,52,0,4294246,0,0
"558","Smallpox","Massachusetts",1939,52,0,4302889,0,0
"559","Smallpox","Massachusetts",1940,51,0,4316721,0,0
"560","Smallpox","Massachusetts",1941,51,0,4336784,0,0
"561","Smallpox","Massachusetts",1942,52,0,4362700,0,0
"562","Smallpox","Massachusetts",1943,52,0,4393741,0,0
"563","Smallpox","Massachusetts",1944,51,0,4429170,0,0
"564","Smallpox","Massachusetts",1945,51,0,4468244,0,0
"565","Smallpox","Massachusetts",1946,52,0,4510195,0,0
"566","Smallpox","Massachusetts",1947,49,0,4554235,0,0
"567","Smallpox","Massachusetts",1948,24,0,4599542,0,0
"568","Smallpox","Massachusetts",1949,0,0,4645264,0,0
"569","Smallpox","Massachusetts",1950,0,0,4690514,0,0
"570","Smallpox","Massachusetts",1951,0,0,4734601,0,0
"571","Smallpox","Massachusetts",1952,0,0,4777746,0,0
"572","Smallpox","Massachusetts",1953,0,0,4820413,0,0
"573","Smallpox","Michigan",1928,51,1285,4653951,28.1523393441696,27.6109482029355
"574","Smallpox","Michigan",1929,52,2421,4755115,50.9135951496441,50.9135951496441
"575","Smallpox","Michigan",1930,52,2348,4842325,48.4891038912093,48.4891038912093
"576","Smallpox","Michigan",1931,52,894,4913427,18.1950398367575,18.1950398367575
"577","Smallpox","Michigan",1932,52,223,4969966,4.48695222462286,4.48695222462286
"578","Smallpox","Michigan",1933,52,43,5014647,0.857488074434751,0.857488074434751
"579","Smallpox","Michigan",1934,52,52,5050395,1.02962243547287,1.02962243547287
"580","Smallpox","Michigan",1935,52,19,5080286,0.373994692424797,0.373994692424797
"581","Smallpox","Michigan",1936,50,32,5107503,0.651590415120657,0.626529245308324
"582","Smallpox","Michigan",1937,52,153,5135310,2.97937222874568,2.97937222874568
"583","Smallpox","Michigan",1938,52,256,5167042,4.95447879076655,4.95447879076655
"584","Smallpox","Michigan",1939,52,375,5206124,7.20305547850954,7.20305547850954
"585","Smallpox","Michigan",1940,51,142,5256106,2.75459272939873,2.7016197922949
"586","Smallpox","Michigan",1941,51,96,5319893,1.83993085840592,1.80454757266735
"587","Smallpox","Michigan",1942,52,28,5397246,0.518783097898447,0.518783097898447
"588","Smallpox","Michigan",1943,52,13,5487134,0.236917851833033,0.236917851833033
"589","Smallpox","Michigan",1944,51,13,5588520,0.237180898713511,0.232619727584405
"590","Smallpox","Michigan",1945,52,19,5700322,0.333314503987669,0.333314503987669
"591","Smallpox","Michigan",1946,52,8,5821393,0.137424152604024,0.137424152604024
"592","Smallpox","Michigan",1947,49,2,5950496,0.0356684380527579,0.0336106435497142
"593","Smallpox","Michigan",1948,24,1,6086276,0.0355992180878203,0.0164304083482248
"594","Smallpox","Michigan",1949,2,3,6227245,1.25256032161895,0.0481753969853442
"595","Smallpox","Michigan",1950,0,0,6371766,0,0
"596","Smallpox","Michigan",1951,0,0,6518280,0,0
"597","Smallpox","Michigan",1952,0,0,6666076,0,0
"598","Smallpox","Michigan",1953,0,0,6814633,0,0
"599","Smallpox","Minnesota",1928,51,111,2528820,4.47546565545335,4.38939900823309
"600","Smallpox","Minnesota",1929,52,188,2545654,7.38513560758846,7.38513560758846
"601","Smallpox","Minnesota",1930,52,295,2563953,11.5056711257968,11.5056711257968
"602","Smallpox","Minnesota",1931,52,246,2584102,9.51974805948062,9.51974805948062
"603","Smallpox","Minnesota",1932,52,93,2605892,3.56883554652303,3.56883554652303
"604","Smallpox","Minnesota",1933,52,55,2628955,2.09208601896951,2.09208601896951
"605","Smallpox","Minnesota",1934,52,313,2652910,11.7983648144867,11.7983648144867
"606","Smallpox","Minnesota",1935,52,224,2677365,8.36643490894966,8.36643490894966
"607","Smallpox","Minnesota",1936,50,295,2701909,11.3549346036451,10.9182063496587
"608","Smallpox","Minnesota",1937,52,533,2726120,19.5515971417252,19.5515971417252
"609","Smallpox","Minnesota",1938,52,761,2749560,27.6771556176261,27.6771556176261
"610","Smallpox","Minnesota",1939,52,554,2771775,19.9871923226092,19.9871923226092
"611","Smallpox","Minnesota",1940,51,321,2792300,11.7213092306364,11.4958994377395
"612","Smallpox","Minnesota",1941,51,123,2810838,4.46172154730662,4.37591920985841
"613","Smallpox","Minnesota",1942,52,31,2827799,1.09625896324314,1.09625896324314
"614","Smallpox","Minnesota",1943,52,3,2843787,0.105493132924512,0.105493132924512
"615","Smallpox","Minnesota",1944,51,0,2859423,0,0
"616","Smallpox","Minnesota",1945,52,2,2875341,0.0695569673301358,0.0695569673301358
"617","Smallpox","Minnesota",1946,52,2,2892190,0.0691517500579146,0.0691517500579146
"618","Smallpox","Minnesota",1947,49,1,2910633,0.0364602644784113,0.0343567876815799
"619","Smallpox","Minnesota",1948,24,0,2931354,0,0
"620","Smallpox","Minnesota",1949,0,0,2955059,0,0
"621","Smallpox","Minnesota",1950,0,0,2982483,0,0
"622","Smallpox","Minnesota",1951,0,0,3014182,0,0
"623","Smallpox","Minnesota",1952,0,0,3049877,0,0
"624","Smallpox","Minnesota",1953,0,0,3089068,0,0
"625","Smallpox","Mississippi",1928,50,132,1955120,7.02156389377634,6.75150374401571
"626","Smallpox","Mississippi",1929,52,32,1982792,1.61388587406042,1.61388587406042
"627","Smallpox","Mississippi",1930,52,187,2009821,9.30431117995085,9.30431117995085
"628","Smallpox","Mississippi",1931,52,992,2035551,48.7337335198185,48.7337335198185
"629","Smallpox","Mississippi",1932,52,525,2059750,25.4885301614274,25.4885301614274
"630","Smallpox","Mississippi",1933,52,45,2082292,2.16108019432433,2.16108019432433
"631","Smallpox","Mississippi",1934,52,26,2103057,1.236295545009,1.236295545009
"632","Smallpox","Mississippi",1935,52,15,2121923,0.706905952760774,0.706905952760774
"633","Smallpox","Mississippi",1936,51,7,2138773,0.333707920474066,0.327290460464949
"634","Smallpox","Mississippi",1937,52,31,2153492,1.43952241289961,1.43952241289961
"635","Smallpox","Mississippi",1938,51,111,2165971,5.22520710518448,5.1247223531617
"636","Smallpox","Mississippi",1939,52,39,2176105,1.7921929318668,1.7921929318668
"637","Smallpox","Mississippi",1940,51,17,2183796,0.793724932792868,0.77846099177762
"638","Smallpox","Mississippi",1941,51,20,2189023,0.931564303469863,0.913649605326212
"639","Smallpox","Mississippi",1942,52,19,2192050,0.866768549987455,0.866768549987455
"640","Smallpox","Mississippi",1943,52,16,2193220,0.729520978287632,0.729520978287632
"641","Smallpox","Mississippi",1944,51,16,2192882,0.743939960754664,0.729633423047843
"642","Smallpox","Mississippi",1945,52,26,2191387,1.18646318518819,1.18646318518819
"643","Smallpox","Mississippi",1946,52,13,2189089,0.593854338494232,0.593854338494232
"644","Smallpox","Mississippi",1947,49,5,2186342,0.242694072975755,0.228692491842539
"645","Smallpox","Mississippi",1948,28,13,2183497,1.10569683140655,0.595375216911221
"646","Smallpox","Mississippi",1949,4,6,2180905,3.57649691297879,0.275115147152214
"647","Smallpox","Mississippi",1950,1,1,2178914,2.38650997698854,0.0458944226343949
"648","Smallpox","Mississippi",1951,0,0,2177781,0,0
"649","Smallpox","Mississippi",1952,0,0,2177401,0,0
"650","Smallpox","Mississippi",1953,0,0,2177580,0,0
"651","Smallpox","Missouri",1928,51,1462,3584039,41.591809315319,40.791966828486
"652","Smallpox","Missouri",1929,52,1166,3607307,32.3232816059182,32.3232816059182
"653","Smallpox","Missouri",1930,52,1613,3629367,44.443011687713,44.443011687713
"654","Smallpox","Missouri",1931,52,1106,3649874,30.3024159190153,30.3024159190153
"655","Smallpox","Missouri",1932,52,236,3668870,6.43249828966412,6.43249828966412
"656","Smallpox","Missouri",1933,52,121,3686500,3.28224603282246,3.28224603282246
"657","Smallpox","Missouri",1934,52,186,3702913,5.02307237572149,5.02307237572149
"658","Smallpox","Missouri",1935,52,90,3718262,2.42048570003943,2.42048570003943
"659","Smallpox","Missouri",1936,50,353,3732705,9.83522673235629,9.45694878111182
"660","Smallpox","Missouri",1937,52,1534,3746401,40.9459638730611,40.9459638730611
"661","Smallpox","Missouri",1938,52,1112,3759515,29.5782833689984,29.5782833689984
"662","Smallpox","Missouri",1939,52,629,3772213,16.6745621204317,16.6745621204317
"663","Smallpox","Missouri",1940,51,235,3784664,6.33102022100918,6.20926983214362
"664","Smallpox","Missouri",1941,51,129,3797059,3.46398124876927,3.39736622475447
"665","Smallpox","Missouri",1942,52,74,3809668,1.94242647915776,1.94242647915776
"666","Smallpox","Missouri",1943,52,14,3822787,0.366224955771797,0.366224955771797
"667","Smallpox","Missouri",1944,51,9,3836713,0.239175319817648,0.23457579443654
"668","Smallpox","Missouri",1945,52,11,3851750,0.285584474589472,0.285584474589472
"669","Smallpox","Missouri",1946,52,13,3868207,0.336073017809026,0.336073017809026
"670","Smallpox","Missouri",1947,49,12,3886398,0.327673436368355,0.308769199654796
"671","Smallpox","Missouri",1948,24,6,3906646,0.33276626548707,0.153584430224802
"672","Smallpox","Missouri",1949,4,8,3929284,2.64679264721003,0.203599434400771
"673","Smallpox","Missouri",1950,3,3,3954653,1.31490676931706,0.0758600059221378
"674","Smallpox","Missouri",1951,2,2,3982994,1.30555054815548,0.0502134826213647
"675","Smallpox","Missouri",1952,0,0,4014093,0,0
"676","Smallpox","Missouri",1953,0,0,4047615,0,0
"677","Smallpox","Montana",1928,50,846,544547,161.572830260749,155.358490635335
"678","Smallpox","Montana",1929,52,540,540539,99.9002847158114,99.9002847158114
"679","Smallpox","Montana",1930,52,353,537606,65.6614695520511,65.6614695520511
